approval_id,record_id,tier_id,approver_employee_id,approver_role,approved_at,approval_status
A000436,R000436,AR-01,E0004,部门经理,2025-08-08,approved
A000437,R000437,AR-01,E0002,部门经理,2025-04-30,approved
A000438,R000438,AR-01,E0006,部门经理,2025-10-21,approved
A000439,R000439,AR-01,E0006,部门经理,2025-05-30,approved
A000440,R000440,AR-01,E0007,部门经理,2025-04-12,approved
A000441,R000441,AR-01,E0002,部门经理,2025-03-12,approved
A000442,R000442,AR-01,E0006,部门经理,2025-02-12,approved
A000443,R000443,AR-01,E0003,部门经理,2025-11-06,approved
A000444,R000444,AR-01,E0001,部门经理,2025-09-11,approved
A000445,R000445,AR-01,E0008,部门经理,2026-01-02,approved
A000446,R000446,AR-01,E0006,部门经理,2025-12-31,approved
A000447,R000447,AR-01,E0006,部门经理,2025-05-04,approved
A000448,R000448,AR-01,E0004,部门经理,2025-04-24,approved
A000449,R000449,AR-01,E0001,部门经理,2025-06-10,approved
A000450,R000450,AR-01,E0007,部门经理,2025-02-24,approved
A000451,R000451,AR-01,E0001,部门经理,2025-10-07,approved
A000452,R000452,AR-01,E0005,部门经理,2025-06-18,approved
A000453,R000453,AR-01,E0001,部门经理,2025-05-11,approved
A000454,R000454,AR-01,E0009,部门经理,2025-12-07,approved
A000455,R000455,AR-01,E0003,部门经理,2025-03-27,approved
A000456,R000456,AR-01,E0003,部门经理,2025-05-31,approved
A000457,R000457,AR-01,E0004,部门经理,2025-02-09,approved
A000458,R000458,AR-01,E0008,部门经理,2025-04-23,approved
A000459,R000459,AR-01,E0001,部门经理,2025-03-12,approved
A000460,R000460,AR-01,E0007,部门经理,2025-08-15,approved
A000461,R000461,AR-01,E0006,部门经理,2025-09-24,approved
A000462,R000462,AR-01,E0005,部门经理,2025-04-01,approved
A000463,R000463,AR-01,E0005,部门经理,2025-11-10,approved
A000464,R000464,AR-01,E0005,部门经理,2025-07-23,approved
A000465,R000465,AR-01,E0005,部门经理,2026-01-03,approved
A000466,R000466,AR-01,E0001,部门经理,2025-04-27,approved
A000467,R000467,AR-01,E0010,部门经理,2025-06-30,approved
A000468,R000468,AR-02,E0008,部门经理,2025-11-20,approved
A000469,R000469,AR-01,E0009,部门经理,2025-02-19,approved
A000470,R000470,AR-02,E0006,部门经理,2025-10-03,approved
A000471,R000471,AR-01,E0004,部门经理,2025-12-20,approved
A000472,R000472,AR-01,E0004,部门经理,2025-07-17,approved
A000473,R000473,AR-01,E0002,部门经理,2025-10-28,approved
A000474,R000474,AR-01,E0008,部门经理,2025-01-28,approved
A000475,R000475,AR-01,E0006,部门经理,2025-12-23,approved
A000476,R000476,AR-01,E0006,部门经理,2025-12-28,approved
A000477,R000477,AR-01,E0001,部门经理,2025-07-24,approved
A000478,R000478,AR-01,E0006,部门经理,2025-11-11,approved
A000479,R000479,AR-01,E0010,部门经理,2025-10-07,approved
A000480,R000480,AR-01,E0006,部门经理,2025-05-20,approved
A000481,R000481,AR-01,E0005,部门经理,2025-09-11,approved
A000482,R000482,AR-01,E0008,部门经理,2025-11-29,approved
A000483,R000483,AR-01,E0010,部门经理,2025-09-16,approved
A000484,R000484,AR-01,E0006,部门经理,2025-07-12,approved
A000485,R000485,AR-01,E0005,部门经理,2025-10-12,approved
A000486,R000486,AR-01,E0005,部门经理,2025-12-23,approved
A000487,R000487,AR-01,E0005,部门经理,2025-08-25,approved
A000488,R000488,AR-01,E0001,部门经理,2025-10-25,approved
A000489,R000489,AR-01,E0008,部门经理,2025-08-31,approved
A000490,R000490,AR-01,E0006,部门经理,2025-06-11,approved
A000491,R000491,AR-01,E0005,部门经理,2025-12-02,approved
A000492,R000492,AR-01,E0006,部门经理,2025-05-02,approved
A000493,R000493,AR-01,E0006,部门经理,2025-12-09,approved
A000494,R000494,AR-01,E0008,部门经理,2025-08-23,approved
A000495,R000495,AR-01,E0006,部门经理,2025-12-28,approved
A000496,R000496,AR-01,E0005,部门经理,2025-06-24,approved
A000497,R000497,AR-01,E0009,部门经理,2025-12-22,approved
A000498,R000498,AR-01,E0006,部门经理,2025-04-16,approved
A000499,R000499,AR-01,E0004,部门经理,2025-12-10,approved
A000500,R000500,AR-01,E0006,部门经理,2025-04-20,approved
A000501,R000501,AR-01,E0001,部门经理,2025-08-09,approved
A000502,R000502,AR-01,E0002,部门经理,2025-03-01,approved
A000503,R000503,AR-01,E0005,部门经理,2025-01-25,approved
A000504,R000504,AR-01,E0002,部门经理,2025-04-23,approved
A000505,R000505,AR-01,E0007,部门经理,2025-05-13,approved
A000506,R000506,AR-01,E0005,部门经理,2025-07-14,approved
A000507,R000507,AR-01,E0005,部门经理,2025-03-26,approved
A000508,R000508,AR-02,E0006,部门经理,2025-03-31,approved
A000509,R000509,AR-01,E0002,部门经理,2025-08-20,approved
A000510,R000510,AR-01,E0007,部门经理,2025-11-02,approved
A000511,R000511,AR-01,E0010,部门经理,2025-11-25,approved
A000512,R000512,AR-01,E0004,部门经理,2025-02-27,approved
A000513,R000513,AR-01,E0005,部门经理,2025-10-14,approved
A000514,R000514,AR-01,E0006,部门经理,2026-01-02,approved
A000515,R000515,AR-01,E0001,部门经理,2025-12-15,approved
A000516,R000516,AR-01,E0009,部门经理,2025-02-27,approved
A000517,R000517,AR-01,E0007,部门经理,2025-07-08,approved
A000518,R000518,AR-01,E0008,部门经理,2026-01-07,approved
A000519,R000519,AR-01,E0005,部门经理,2025-06-06,approved
A000520,R000520,AR-01,E0006,部门经理,2025-07-31,approved
A000521,R000521,AR-01,E0002,部门经理,2025-11-10,approved
A000522,R000522,AR-01,E0004,部门经理,2025-09-11,approved
A000523,R000523,AR-01,E0005,部门经理,2025-10-28,approved
A000524,R000524,AR-01,E0008,部门经理,2025-12-12,approved
A000525,R000525,AR-01,E0003,部门经理,2025-12-30,approved
A000526,R000526,AR-01,E0002,部门经理,2025-08-30,approved
A000527,R000527,AR-01,E0006,部门经理,2025-05-18,approved
A000528,R000528,AR-01,E0003,部门经理,2025-11-29,approved
A000529,R000529,AR-01,E0009,部门经理,2025-08-02,approved
A000530,R000530,AR-01,E0008,部门经理,2025-06-29,approved
A000531,R000531,AR-01,E0005,部门经理,2025-08-23,approved
A000532,R000532,AR-01,E0006,部门经理,2025-10-08,approved
A000533,R000533,AR-01,E0001,部门经理,2025-09-05,approved
A000534,R000534,AR-01,E0007,部门经理,2025-09-02,approved
A000535,R000535,AR-01,E0009,部门经理,2025-01-18,approved
A000536,R000536,AR-01,E0001,部门经理,2025-08-09,approved
A000537,R000537,AR-01,E0009,部门经理,2025-12-15,approved
A000538,R000538,AR-01,E0004,部门经理,2025-08-31,approved
A000539,R000539,AR-01,E0009,部门经理,2025-06-10,approved
A000540,R000540,AR-01,E0004,部门经理,2025-05-15,approved
A000541,R000541,AR-01,E0005,部门经理,2025-10-25,approved
A000542,R000542,AR-01,E0006,部门经理,2025-11-12,approved
A000543,R000543,AR-01,E0006,部门经理,2025-04-27,approved
A000544,R000544,AR-01,E0005,部门经理,2025-12-20,approved
A000545,R000545,AR-01,E0001,部门经理,2025-08-14,approved
A000546,R000546,AR-01,E0010,部门经理,2025-05-26,approved
A000547,R000547,AR-01,E0003,部门经理,2025-08-12,approved
A000548,R000548,AR-01,E0001,部门经理,2025-12-01,approved
A000549,R000549,AR-02,E0007,部门经理,2025-08-26,approved
A000550,R000550,AR-01,E0004,部门经理,2025-05-27,approved
A000551,R000551,AR-01,E0005,部门经理,2025-12-24,approved
A000552,R000552,AR-01,E0004,部门经理,2025-11-06,approved
A000553,R000553,AR-01,E0009,部门经理,2025-02-22,approved
A000554,R000554,AR-01,E0001,部门经理,2025-06-02,approved
A000555,R000555,AR-01,E0006,部门经理,2025-12-06,approved
A000556,R000556,AR-01,E0005,部门经理,2025-08-24,approved
A000557,R000557,AR-01,E0003,部门经理,2025-08-14,approved
A000558,R000558,AR-01,E0008,部门经理,2025-06-12,approved
A000559,R000559,AR-01,E0005,部门经理,2025-11-26,approved
A000560,R000560,AR-01,E0010,部门经理,2025-11-01,approved
A000561,R000561,AR-01,E0005,部门经理,2025-12-31,approved
A000562,R000562,AR-01,E0003,部门经理,2026-01-14,approved
A000563,R000563,AR-01,E0002,部门经理,2026-01-12,approved
A000564,R000564,AR-01,E0003,部门经理,2025-10-20,approved
A000565,R000565,AR-01,E0005,部门经理,2025-08-01,approved
A000566,R000566,AR-01,E0008,部门经理,2025-04-23,approved
A000567,R000567,AR-01,E0006,部门经理,2025-06-19,approved
A000568,R000568,AR-01,E0004,部门经理,2025-03-07,approved
A000569,R000569,AR-01,E0004,部门经理,2025-12-09,approved
A000570,R000570,AR-01,E0008,部门经理,2025-11-15,approved
A000571,R000571,AR-01,E0002,部门经理,2025-07-09,approved
A000572,R000572,AR-01,E0001,部门经理,2026-01-01,approved
A000573,R000573,AR-01,E0004,部门经理,2025-09-11,approved
A000574,R000574,AR-01,E0003,部门经理,2025-04-18,approved
A000575,R000575,AR-01,E0006,部门经理,2025-12-29,approved
A000576,R000576,AR-01,E0001,部门经理,2025-07-09,approved
A000577,R000577,AR-01,E0007,部门经理,2026-01-02,approved
A000578,R000578,AR-01,E0003,部门经理,2025-02-12,approved
A000579,R000579,AR-01,E0001,部门经理,2025-12-05,approved
A000580,R000580,AR-01,E0004,部门经理,2025-07-22,approved
A000581,R000581,AR-01,E0007,部门经理,2025-03-05,approved
A000582,R000582,AR-01,E0001,部门经理,2025-09-18,approved
A000583,R000583,AR-01,E0008,部门经理,2025-05-28,approved
A000584,R000584,AR-01,E0008,部门经理,2025-05-04,approved
A000585,R000585,AR-01,E0006,部门经理,2025-12-14,approved
A000586,R000586,AR-01,E0009,部门经理,2025-07-13,approved
A000587,R000587,AR-01,E0008,部门经理,2025-12-25,approved
A000588,R000588,AR-02,E0006,部门经理,2026-01-02,approved
A000589,R000589,AR-01,E0004,部门经理,2025-01-05,approved
A000590,R000590,AR-01,E0006,部门经理,2025-12-27,approved
A000591,R000591,AR-01,E0006,部门经理,2025-04-13,approved
A000592,R000592,AR-01,E0006,部门经理,2025-07-07,approved
A000593,R000593,AR-01,E0010,部门经理,2025-08-24,approved
A000594,R000594,AR-01,E0009,部门经理,2025-05-19,approved
A000595,R000595,AR-01,E0008,部门经理,2025-11-18,approved
A000596,R000596,AR-01,E0006,部门经理,2025-08-30,approved
A000597,R000597,AR-01,E0004,部门经理,2025-12-22,approved
A000598,R000598,AR-01,E0006,部门经理,2026-01-03,approved
A000599,R000599,AR-01,E0007,部门经理,2025-07-03,approved
A000600,R000600,AR-01,E0004,部门经理,2025-08-14,approved
A000601,R000601,AR-01,E0006,部门经理,2026-01-09,approved
A000602,R000602,AR-01,E0001,部门经理,2025-12-24,approved
A000603,R000603,AR-01,E0006,部门经理,2026-01-01,approved
A000604,R000604,AR-01,E0004,部门经理,2025-11-09,approved
A000605,R000605,AR-01,E0005,部门经理,2025-09-13,approved
A000606,R000606,AR-01,E0005,部门经理,2025-12-28,approved
A000607,R000607,AR-01,E0008,部门经理,2025-02-13,approved
A000608,R000608,AR-01,E0005,部门经理,2025-04-25,approved
A000609,R000609,AR-01,E0005,部门经理,2025-10-21,approved
A000610,R000610,AR-01,E0001,部门经理,2025-04-23,approved
A000611,R000611,AR-01,E0008,部门经理,2025-10-31,approved
A000612,R000612,AR-01,E0005,部门经理,2025-09-18,approved
A000613,R000613,AR-01,E0004,部门经理,2025-12-24,approved
A000614,R000614,AR-01,E0003,部门经理,2025-04-22,approved
A000615,R000615,AR-01,E0005,部门经理,2026-01-12,approved
A000616,R000616,AR-01,E0006,部门经理,2025-04-17,approved
A000617,R000617,AR-01,E0009,部门经理,2026-01-10,approved
A000618,R000618,AR-01,E0008,部门经理,2025-12-30,approved
A000619,R000619,AR-01,E0008,部门经理,2025-09-11,approved
A000620,R000620,AR-01,E0001,部门经理,2026-01-06,approved
A000621,R000621,AR-01,E0006,部门经理,2025-10-09,approved
A000622,R000622,AR-01,E0003,部门经理,2025-05-04,approved
A000623,R000623,AR-01,E0005,部门经理,2025-04-18,approved
A000624,R000624,AR-01,E0008,部门经理,2025-06-09,approved
A000625,R000625,AR-01,E0001,部门经理,2025-11-14,approved
A000626,R000626,AR-01,E0003,部门经理,2025-06-12,approved
A000627,R000627,AR-01,E0006,部门经理,2025-03-06,approved
A000628,R000628,AR-01,E0001,部门经理,2025-07-01,approved
A000629,R000629,AR-01,E0006,部门经理,2025-05-13,approved
A000630,R000630,AR-01,E0006,部门经理,2025-09-14,approved
A000631,R000631,AR-01,E0001,部门经理,2025-08-15,approved
A000632,R000632,AR-01,E0004,部门经理,2025-04-22,approved
A000633,R000633,AR-01,E0005,部门经理,2025-10-26,approved
A000634,R000634,AR-01,E0010,部门经理,2025-03-29,approved
A000635,R000635,AR-01,E0010,部门经理,2025-04-09,approved
A000636,R000636,AR-01,E0004,部门经理,2025-03-22,approved
A000637,R000637,AR-01,E0010,部门经理,2025-12-21,approved
A000638,R000638,AR-01,E0004,部门经理,2025-07-16,approved
A000639,R000639,AR-01,E0006,部门经理,2025-10-20,approved
A000640,R000640,AR-01,E0009,部门经理,2025-01-07,approved
A000641,R000641,AR-01,E0006,部门经理,2025-02-28,approved
A000642,R000642,AR-01,E0009,部门经理,2025-05-07,approved
A000643,R000643,AR-01,E0008,部门经理,2025-02-27,approved
A000644,R000644,AR-01,E0008,部门经理,2025-05-05,approved
A000645,R000645,AR-01,E0009,部门经理,2025-12-12,approved
A000646,R000646,AR-01,E0007,部门经理,2025-10-25,approved
A000647,R000647,AR-01,E0006,部门经理,2025-09-02,approved
A000648,R000648,AR-01,E0006,部门经理,2025-11-21,approved
A000649,R000649,AR-01,E0006,部门经理,2026-01-14,approved
A000650,R000650,AR-01,E0006,部门经理,2025-03-26,approved
A000651,R000651,AR-01,E0006,部门经理,2025-11-30,approved
A000652,R000652,AR-01,E0009,部门经理,2025-10-23,approved
A000653,R000653,AR-01,E0003,部门经理,2025-11-29,approved
A000654,R000654,AR-01,E0007,部门经理,2026-01-12,approved
A000655,R000655,AR-01,E0005,部门经理,2025-07-10,approved
A000656,R000656,AR-01,E0007,部门经理,2025-12-18,approved
A000657,R000657,AR-01,E0004,部门经理,2025-12-05,approved
A000658,R000658,AR-01,E0005,部门经理,2025-07-30,approved
A000659,R000659,AR-01,E0010,部门经理,2026-01-03,approved
A000660,R000660,AR-01,E0002,部门经理,2025-11-28,approved
A000661,R000661,AR-01,E0004,部门经理,2025-05-01,approved
A000662,R000662,AR-01,E0007,部门经理,2025-12-23,approved
A000663,R000663,AR-01,E0002,部门经理,2025-09-05,approved
A000664,R000664,AR-01,E0005,部门经理,2025-03-11,approved
A000665,R000665,AR-01,E0006,部门经理,2026-01-12,approved
A000666,R000666,AR-01,E0002,部门经理,2025-10-07,approved
A000667,R000667,AR-01,E0002,部门经理,2025-06-02,approved
A000668,R000668,AR-01,E0009,部门经理,2026-01-09,approved
A000669,R000669,AR-01,E0006,部门经理,2025-07-07,approved
A000670,R000670,AR-01,E0006,部门经理,2025-04-23,approved
A000671,R000671,AR-01,E0005,部门经理,2025-07-11,approved
A000672,R000672,AR-01,E0004,部门经理,2025-12-01,approved
A000673,R000673,AR-01,E0004,部门经理,2025-07-16,approved
A000674,R000674,AR-01,E0005,部门经理,2026-01-15,approved
A000675,R000675,AR-01,E0001,部门经理,2026-01-11,approved
A000676,R000676,AR-01,E0004,部门经理,2025-10-20,approved
A000677,R000677,AR-01,E0005,部门经理,2025-08-15,approved
A000678,R000678,AR-01,E0006,部门经理,2025-01-14,approved
A000679,R000679,AR-01,E0004,部门经理,2025-08-12,approved
A000680,R000680,AR-01,E0001,部门经理,2025-02-10,approved
A000681,R000681,AR-01,E0001,部门经理,2025-09-28,approved
A000682,R000682,AR-01,E0001,部门经理,2025-09-23,approved
A000683,R000683,AR-01,E0001,部门经理,2025-04-26,approved
A000684,R000684,AR-01,E0001,部门经理,2025-05-07,approved
A000685,R000685,AR-01,E0005,部门经理,2025-12-13,approved
A000686,R000686,AR-01,E0004,部门经理,2025-06-11,approved
A000687,R000687,AR-01,E0004,部门经理,2026-01-15,approved
A000688,R000688,AR-01,E0006,部门经理,2025-10-29,approved
A000689,R000689,AR-01,E0007,部门经理,2025-02-05,approved
A000690,R000690,AR-01,E0006,部门经理,2025-11-04,approved
A000691,R000691,AR-01,E0004,部门经理,2025-04-11,approved
A000692,R000692,AR-01,E0007,部门经理,2025-04-15,approved
A000693,R000693,AR-01,E0008,部门经理,2025-07-29,approved
A000694,R000694,AR-01,E0005,部门经理,2025-12-23,approved
A000695,R000695,AR-01,E0004,部门经理,2025-11-25,approved
A000696,R000696,AR-01,E0004,部门经理,2025-09-03,approved
A000697,R000697,AR-01,E0005,部门经理,2026-01-01,approved
A000698,R000698,AR-01,E0007,部门经理,2026-01-07,approved
A000699,R000699,AR-01,E0002,部门经理,2025-10-28,approved
A000700,R000700,AR-01,E0010,部门经理,2025-11-10,approved
A000701,R000701,AR-01,E0005,部门经理,2025-03-26,approved
A000702,R000702,AR-01,E0005,部门经理,2025-07-24,approved
A000703,R000703,AR-01,E0006,部门经理,2026-01-07,approved
A000704,R000704,AR-01,E0004,部门经理,2025-11-27,approved
A000705,R000705,AR-01,E0001,部门经理,2025-12-31,approved
A000706,R000706,AR-01,E0010,部门经理,2025-04-23,approved
A000707,R000707,AR-01,E0001,部门经理,2025-06-03,approved
A000708,R000708,AR-01,E0006,部门经理,2025-11-12,approved
A000709,R000709,AR-01,E0004,部门经理,2025-02-10,approved
A000710,R000710,AR-01,E0008,部门经理,2025-05-05,approved
A000711,R000711,AR-01,E0009,部门经理,2025-06-19,approved
A000712,R000712,AR-02,E0003,部门经理,2025-01-27,approved
A000713,R000713,AR-01,E0004,部门经理,2025-06-29,approved
A000714,R000714,AR-01,E0001,部门经理,2025-09-01,approved
A000715,R000715,AR-01,E0010,部门经理,2025-12-31,approved
A000716,R000716,AR-01,E0004,部门经理,2025-09-14,approved
A000717,R000717,AR-01,E0005,部门经理,2025-03-09,approved
A000718,R000718,AR-01,E0006,部门经理,2026-01-02,approved
A000719,R000719,AR-01,E0006,部门经理,2026-01-07,approved
A000720,R000720,AR-01,E0007,部门经理,2025-05-18,approved
A000721,R000721,AR-01,E0001,部门经理,2025-12-21,approved
A000722,R000722,AR-01,E0008,部门经理,2025-03-22,approved
A000723,R000723,AR-01,E0001,部门经理,2025-04-03,approved
A000724,R000724,AR-01,E0006,部门经理,2025-11-03,approved
A000725,R000725,AR-01,E0006,部门经理,2025-08-25,approved
A000726,R000726,AR-01,E0005,部门经理,2025-04-03,approved
A000727,R000727,AR-01,E0004,部门经理,2025-04-11,approved
A000728,R000728,AR-01,E0005,部门经理,2025-05-13,approved
A000729,R000729,AR-01,E0002,部门经理,2025-06-29,approved
A000730,R000730,AR-01,E0010,部门经理,2025-10-12,approved
A000731,R000731,AR-01,E0004,部门经理,2025-05-08,approved
A000732,R000732,AR-01,E0008,部门经理,2025-06-25,approved
A000733,R000733,AR-01,E0007,部门经理,2025-06-06,approved
A000734,R000734,AR-01,E0001,部门经理,2026-01-08,approved
A000735,R000735,AR-01,E0001,部门经理,2025-07-07,approved
A000736,R000736,AR-01,E0006,部门经理,2025-12-30,approved
A000737,R000737,AR-01,E0008,部门经理,2025-11-10,approved
